0.480000 0.600000
0.480000 0.720000
0.480000 0.840000
0.480000 0.960000
0.480000 1.080000
0.480000 1.200000
0.600000 -1.200000
0.600000 -1.080000
0.600000 -0.960000
0.600000 -0.840000
0.600000 -0.720000
0.600000 -0.600000
0.600000 -0.480000
0.600000 -0.360000
0.600000 -0.240000
0.600000 -0.120000
0.600000 -0.000000
0.600000 0.120000
0.600000 0.240000
0.600000 0.360000
0.600000 0.480000
0.600000 0.600000
0.600000 0.720000
0.600000 0.840000
0.600000 0.960000
0.600000 1.080000
0.600000 1.200000
0.720000 -1.200000
0.720000 -1.080000
0.720000 -0.960000
0.720000 -0.840000
0.720000 -0.720000
0.720000 -0.600000
0.720000 -0.480000
0.720000 -0.360000
0.720000 -0.240000
0.720000 -0.120000
0.720000 -0.000000
0.720000 0.120000
0.720000 0.240000
0.720000 0.360000
0.720000 0.480000
0.720000 0.600000
0.720000 0.720000
0.720000 0.840000
0.720000 0.960000
0.720000 1.080000
0.720000 1.200000
0.840000 -1.200000
0.840000 -1.080000
0.840000 -0.960000
0.840000 -0.840000
0.840000 -0.720000
0.840000 -0.600000
0.840000 -0.480000
0.840000 -0.360000
0.840000 -0.240000
0.840000 -0.120000
0.840000 -0.000000
0.840000 0.120000
0.840000 0.240000
0.840000 0.360000
0.840000 0.480000
0.840000 0.600000
0.840000 0.720000
0.840000 0.840000
0.840000 0.960000
0.840000 1.080000
0.840000 1.200000
0.960000 -1.200000
0.960000 -1.080000
0.960000 -0.960000
0.960000 -0.840000
0.960000 -0.720000
0.960000 -0.600000
0.960000 -0.480000
0.960000 -0.360000
0.960000 -0.240000
0.960000 -0.120000
0.960000 -0.000000
0.960000 0.120000
0.960000 0.240000
0.960000 0.360000
0.960000 0.480000
0.960000 0.600000
0.960000 0.720000
0.960000 0.840000
0.960000 0.960000
0.960000 1.080000
0.960000 1.200000
1.080000 -1.200000
1.080000 -1.080000
1.080000 -0.960000
1.080000 -0.840000
1.080000 -0.720000
1.080000 -0.600000
1.080000 -0.480000
1.080000 -0.360000
1.080000 -0.240000
1.080000 -0.120000
1.080000 -0.000000
1.080000 0.120000
1.080000 0.240000
1.080000 0.360000
1.080000 0.480000
1.080000 0.600000
1.080000 0.720000
1.080000 0.840000
1.080000 0.960000
1.080000 1.080000
1.080000 1.200000
1.200000 -1.200000
1.200000 -1.080000
1.200000 -0.960000
1.200000 -0.840000
1.200000 -0.720000
1.200000 -0.600000
1.200000 -0.480000
1.200000 -0.360000
1.200000 -0.240000
1.200000 -0.120000
1.200000 -0.000000
1.200000 0.120000
1.200000 0.240000
1.200000 0.360000
1.200000 0.480000
1.200000 0.600000
1.200000 0.720000
1.200000 0.840000
1.200000 0.960000
1.200000 1.080000
1.200000 1.200000
